name,stars,title,review
Subhankar Dhar,5.0 out of 5 stars,The best you can have,"Bought it at a price of 65k after all discount and laptop exchange. But it's awesome. The only con, which is normal for all apple product, is connectivity. Need to purchase some more items to make it useable. One more drawback is MS office is not available and so I'm facing some problem."
arnab brahma,5.0 out of 5 stars,Most surprising fact is that heat  generated is so less without  cooling  fan.,Overall very good laptop as expected from Apple.
kiwi,5.0 out of 5 stars,"Best product Apple's made, considering everything","A value for money product from Apple? Sounds ridiculous, I know. But it truly is. The M in M1 probably stands for 'monster'. Incredible performance! This entry-level beast beats most of the top-end Intel laptops without breaking a sweat.The display is gorgeous af. Yeah the bezels could've been slimmer considering it's a late 2020 model but not that much of a big deal.The build is fantastic. The keyboard is wonderful. Speakers sound exceptional albeit not too loud. Mac OS is years ahead of Windows. The M1 chip has truly taken MacBooks to a different league where there are no other players. It's all Apple! Remarkable. The M1 Pro and M1 Max aren't even needed if you aren't into insanely graphics-intensive work."
standon,4.0 out of 5 stars,Upgraded from 2018 MacBook to 2021 MacBook M1 Pro,What to Like -Bigger screenNice displayKeyBoard is better than previous models.New Speaker has more bass.What to unlike -It's feels much heavier than previous models.I will update my review after using it for a month.
Amberish Raj,5.0 out of 5 stars,Super product and blazing fast delivery,"Great product by Apple. This replaced my 4 year old Macbook Air, which is still working great, its just storage felt a bit short.Being a Frontend Engineering this is more than enough for me, even it open scope for me to do some heavy duty things as well, and I guess it will handle that perfectly too.Impressed by Amazon's same day delivery. Happy to receive it same day."
Sandip Sengupta,5.0 out of 5 stars,Brilliant product,Need a video on tips to fast install
Toby,5.0 out of 5 stars,Best thing I bought this year.. thank you Amazon for the great offer,Everything is great .. go for it guys
Rithwik,5.0 out of 5 stars,So far so good!,"A premium device for your premium needs. For people coming from Windows background, once you get used to mac, then there’ll be no turning back since the stark difference in speed, performance and experience won’t let you. Timeless design; Futureproof performance; Epic battery life. Apple’s new M1 venture is off to a good start and intel should definitely take a note or two (it’s finally time to move to the ARM architecture processors from the x86 architecture ones. If Apple can pull this out, Intel surely can)"
Sandip Sengupta,5.0 out of 5 stars,Brilliant product,Need a video on tips to fast install
SANJEEV,5.0 out of 5 stars,Loved it!,Got at the best price from Amazon. Original product and amazing service by amazon. Thank you Amazon!!
SRGINC,5.0 out of 5 stars,A Masterpiece !,"Have been a windows user from 15+ Years, first time with the mac took a time getting used to but everything is on point with this laptop. Both software and hardware are seamlessly designed where everything is on point and has useful functionality. The M1 processor and the battery life it offers is simply mind blowing .I paired it with a Dell USB C monitor with an inbuilt hub for ease of use.Although configuring things like native windows software/ Printer is a pain point but overall a positive experience once you get used to it.Another pain point is all the accessories are 3x pricier compared to the windows eco system, A basic Mac compatible wireless keyboard mouse set is starting from 5k and this carries down to all other accessories as well."
Keerthan K Acharya,5.0 out of 5 stars,Simply the best,"The best laptop for all your needs. Superb battery, display is fantastic, thin and light worth the money i feel"
arpit arora,4.0 out of 5 stars,4.5/5,"Batter life is amazing, blends right into the apple universe, front camera is okay, the drawback is Microsoft office - shortcuts don’t work and using a mouse for operation excel is tedious."
Amazon Customer,5.0 out of 5 stars,Its great for developers,It’s great for development. Albeit it’s quite small.
Kartik madnur,5.0 out of 5 stars,nice product!!,"Even though a I'm a first time user for Mac , I fell in love with it..good battery life and nice build quality."
Harsh,4.0 out of 5 stars,Absolute beast!!!,"Amazon sometimes miss to mention device serial number on warranty slip & invoice plz make to raise the ticket to get it updated else warranty claims is hell difficult, device serial number on invoice is mandatory as per apple service policy, for me they took almost 15 days to update, if you face such problem customer is eligible to get replacement if not unboxed! It’s far better to get other delivery in next day rather waiting 15 days for invoice update !! ( important )M1 device is absolute beast no where intel chips are comparable to apple silicon. Battery backup is extremely good 12-13hrs in average or more depending on usage , performance 10/10, keyboard is 10/10,Screen 8/10 has Bassels could have been improved betters is new MacBook Pro 16”, over all worth for money 9/10,This MacBook Air has no word of heating issues in its dictionary it’s so cool and silent even in peak load.Note : if you care about your money plz buy at offline store if something goes wrong in delivery mismatch in serial number etc then consider your money is not yours for ever. Refund is out of scope !! In such situations"
Shourya M.,4.0 out of 5 stars,Amazing device with lighting fast chip inside powering it . Easily portable but too small screen!,Amazing device with lighting fast chip inside powering it . Easily portable but too small screen! A full screen display would suit it better.
Kartik madnur,5.0 out of 5 stars,nice product!!,"Even though a I'm a first time user for Mac , I fell in love with it..good battery life and nice build quality."
Harsh,4.0 out of 5 stars,Absolute beast!!!,"Amazon sometimes miss to mention device serial number on warranty slip & invoice plz make to raise the ticket to get it updated else warranty claims is hell difficult, device serial number on invoice is mandatory as per apple service policy, for me they took almost 15 days to update, if you face such problem customer is eligible to get replacement if not unboxed! It’s far better to get other delivery in next day rather waiting 15 days for invoice update !! ( important )M1 device is absolute beast no where intel chips are comparable to apple silicon. Battery backup is extremely good 12-13hrs in average or more depending on usage , performance 10/10, keyboard is 10/10,Screen 8/10 has Bassels could have been improved betters is new MacBook Pro 16”, over all worth for money 9/10,This MacBook Air has no word of heating issues in its dictionary it’s so cool and silent even in peak load.Note : if you care about your money plz buy at offline store if something goes wrong in delivery mismatch in serial number etc then consider your money is not yours for ever. Refund is out of scope !! In such situations"
